Recording	Participant	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	674	251421	251654	233			0.27311	0.39082	3.09506										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	741	251654	251688	33						167.03	37.99	40.15	1.44			0.27311	0.39082	0.2372	0.38255
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	675	251688	251804	117			0.2372	0.38255	3.10011										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	742	251804	251871	67						5.28	332.33	583.32	21.52			0.2372	0.38255	0.76561	0.33367
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	676	251871	252121	250			0.76561	0.33367	3.17062										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	743	252121	252137	17						205.24	31.22	31.22	1.36			0.76561	0.33367	0.73148	0.34976
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	677	252137	252337	200			0.73148	0.34976	3.19114										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	744	252337	252421	83						183.95	247.27	397.73	20.85			0.73148	0.34976	0.22327	0.38481
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	678	252421	252654	233			0.22327	0.38481	3.2935										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	745	252654	252670	17						16.83	39.3	39.3	1.12			0.22327	0.38481	0.24971	0.37682
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	679	252670	252837	167			0.24971	0.37682	3.32495										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	746	252837	252904	67						3.2	300.96	482.59	20.35			0.24971	0.37682	0.74645	0.34902
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	680	252904	253320	416			0.74645	0.34902	3.28123										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	747	253320	253387	67						183.48	302.68	571.21	19.97			0.74645	0.34902	0.26056	0.3786
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	681	253387	253836	450			0.26056	0.3786	3.21154										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	748	253836	253936	100							181.69	420.25				0.26056	0.3786		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	749	253986	254003	17							86.42	86.42						0.74994	0.35368
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	682	254003	254286	283			0.74994	0.35368	3.19444										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	750	254286	254319	33						29.4	78.07	90.52	2.6			0.74994	0.35368	0.81395	0.31761
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	683	254319	254586	266			0.81395	0.31761	3.25369										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	751	254586	254602	17						331.48	31.11	31.11	0.63			0.81395	0.31761	0.83141	0.3271
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	684	254602	254752	150			0.83141	0.3271	3.18059										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	752	254752	254819	67						188.66	309.65	714.58	20.58			0.83141	0.3271	0.32585	0.40406
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	685	254819	255119	300			0.32585	0.40406	3.14749										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	753	255119	255135	17						5.14	38.2	38.2	0.89			0.32585	0.40406	0.34687	0.40217
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	686	255135	255368	233			0.34687	0.40217	3.14765										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	754	255368	255435	67						359.93	293.03	451.91	19.39			0.34687	0.40217	0.82336	0.40277
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	687	255435	255752	316			0.82336	0.40277	3.32894										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	755	255752	255785	33						57.86	56.84	58.95	2.27			0.82336	0.40277	0.87014	0.32831
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	688	255785	255851	67			0.87014	0.32831	3.25076										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	756	255851	255885	33						20.88	87.24	98.5	2.65			0.87014	0.32831	0.93845	0.30225
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	689	255885	256168	283			0.93845	0.30225	3.23278										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	757	256168	256201	33						226.24	41.59	43.47	1.72			0.93845	0.30225	0.89499	0.34763
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	690	256201	256384	183			0.89499	0.34763	3.24321										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	758	256384	256451	67						187.27	332.67	670.67	22.21			0.89499	0.34763	0.35007	0.41717
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	691	256451	256618	167			0.35007	0.41717	3.30778										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	759	256618	256668	50						326.06	58.89	83.42	2.86			0.35007	0.41717	0.41429	0.4604
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	692	256668	256767	100			0.41429	0.4604	3.24362										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	760	256767	256801	33						240.98	112.12	125.88	3.88			0.41429	0.4604	0.34781	0.58023
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	693	256801	257034	233			0.34781	0.58023	3.17088										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	761	257034	257117	83						8.52	189.09	328.5	16.02			0.34781	0.58023	0.7281	0.52325
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	694	257117	257367	250			0.7281	0.52325	3.0186										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	762	257367	257400	33						331.6	42.14	45.98	1.53			0.7281	0.52325	0.76806	0.54487
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	695	257400	257683	283			0.76806	0.54487	3.25413										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	763	257683	257733	50						274.48	47.82	57.1	2.87			0.76806	0.54487	0.77796	0.6712
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	696	257733	257933	200			0.77796	0.6712	3.26951										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	764	257933	257983	50						173.63	144.78	341.51	7.18			0.77796	0.6712	0.60119	0.65147
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	697	257983	258166	183			0.60119	0.65147	3.19307										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	765	258166	258233	67						183.06	184.51	441.46	12.78			0.60119	0.65147	0.29964	0.66757
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	698	258233	258300	67			0.29964	0.66757	2.97501										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	766	258300	258350	50						176.21	104.76	221.95	5.27			0.29964	0.66757	0.17593	0.65937
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	699	258350	258633	283			0.17593	0.65937	2.96803										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	767	258633	258649	17						12.8	368.07	368.07	6.47			0.17593	0.65937	0.32775	0.62488
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	700	258649	258833	183			0.32775	0.62488	3.01282										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	768	258833	258849	17						172.06	459.43	459.43	8.42			0.32775	0.62488	0.12495	0.5966
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	701	258849	258949	100			0.12495	0.5966	3.05999										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	769	258949	258999	50						190.74	59.17	77.31	2.98			0.12495	0.5966	0.04988	0.61085
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	702	258999	259166	167			0.04988	0.61085	3.11199										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	770	259166	259249	83						0.72	252.94	913.2	20.97			0.04988	0.61085	0.55163	0.60456
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	703	259249	259432	183			0.55163	0.60456	3.1207										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	771	259432	259449	17						171.59	33.17	33.17	0.98			0.55163	0.60456	0.52939	0.60127
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	704	259449	259565	117			0.52939	0.60127	3.12193										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	772	259565	259599	33						337.5	72.11	86.52	2.75			0.52939	0.60127	0.59288	0.62757
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	705	259599	259849	250			0.59288	0.62757	3.08565										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	773	259849	259882	33						66.25	52.41	62.89	1.63			0.59288	0.62757	0.61652	0.57385
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	706	259882	260215	333			0.61652	0.57385	3.04089										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	774	260215	260232	17						96.32	57.41	57.41	1.49			0.61652	0.57385	0.60953	0.51071
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	707	260232	260298	67			0.60953	0.51071	3.07951										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	775	260298	260348	50						189.64	284	460.58	14.42			0.60953	0.51071	0.27013	0.56837
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	708	260348	260498	150			0.27013	0.56837	3.1242										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	776	260498	260548	50						176.25	89.08	142.22	4.66			0.27013	0.56837	0.15528	0.56084
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	709	260548	260731	183			0.15528	0.56084	3.14245										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	777	260731	260765	33						17.17	32.26	34.17	1.21			0.15528	0.56084	0.18318	0.55222
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	710	260765	261048	283			0.18318	0.55222	3.16798										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	778	261048	261131	83						0.41	245.78	516.07	20.61			0.18318	0.55222	0.67757	0.54865
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	711	261131	261298	167			0.67757	0.54865	3.23496										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	779	261298	261331	33						15.86	72.55	72.74	2.95			0.67757	0.54865	0.75264	0.52733
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	712	261331	261497	167			0.75264	0.52733	3.22152										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	780	261497	261531	33						247.34	85.54	103.71	3.44			0.75264	0.52733	0.70032	0.65267
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	713	261531	261847	316			0.70032	0.65267	3.2967										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	781	261847	261897	50							204.17	268.84				0.70032	0.65267		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	782	261980	261997	17							30.34	30.34							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Partial	714	262014	262114	100			0.18792	0.68141	3.19973										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	783	262114	262130	17							34.9	34.9				0.18792	0.68141		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	784	262197	262214	17							118.99	118.99							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	785	262230	262247	17							37.72	37.72							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	786	262463	262513	50							98.57	106.85							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	787	262944	263010	67							124.18	172.13							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	788	263027	263060	33							166.8	250.71							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	789	263094	263110	17							45.43	45.43							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	790	263160	263177	17							56.96	56.96						0.4888	0.63334
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	715	263177	263726	550			0.4888	0.63334	3.24248										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	791	263726	263743	17						317.91	30.21	30.21	0.93			0.4888	0.63334	0.5084	0.65104
Recording2	Participant2	Timeline1	Entire Recording	1		Fixation	Partial	716	263743	264276	533			0.5084	0.65104	3.52214										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Partial	1	0	467	467			0.40042	0.50577	3.36086										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	1	467	484	17						186.8	55.88	55.88	1.52			0.40042	0.50577	0.36549	0.50993
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	2	484	734	250			0.36549	0.50993	3.41809										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	2	734	800	67							168.66	325.56				0.36549	0.50993		
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	3	817	850	33							36.98	37.74							
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	4	900	967	67							47.3	75.12							
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	5	1000	1017	17							41.5	41.5							
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	6	1033	1050	17							36.21	36.21						0.04054	0.38909
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	3	1050	1966	916			0.04054	0.38909	3.42539										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	7	1966	2049	83						0.76	230.39	564.51	19.96			0.04054	0.38909	0.53902	0.38249
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	4	2049	2332	283			0.53902	0.38249	3.66702										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	8	2332	2349	17						171.2	45.14	45.14	0.89			0.53902	0.38249	0.51985	0.37952
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	5	2349	2599	250			0.51985	0.37952	3.64671										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	9	2599	2666	67						1.41	150.61	233.9	10.23			0.51985	0.37952	0.78176	0.37307
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	6	2666	3082	416			0.78176	0.37307	3.76008										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	10	3082	3149	67						174.39	161.23	357.69	10.61			0.78176	0.37307	0.51692	0.34707
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	7	3149	3465	316			0.51692	0.34707	3.83001										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	11	3465	3515	50						181.62	179.96	181.83	9.43			0.51692	0.34707	0.28297	0.35368
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	8	3515	3831	316			0.28297	0.35368	3.85801										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	12	3831	3848	17						325.35	32.45	32.45	1.34			0.28297	0.35368	0.31158	0.37345
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	9	3848	4431	583			0.31158	0.37345	3.98896										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	13	4431	4498	67						0.02	114.49	202.48	7.74			0.31158	0.37345	0.49761	0.37339
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	10	4498	4714	217			0.49761	0.37339	4.13437										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	14	4714	4731	17						34.81	37.5	37.5	1.35			0.49761	0.37339	0.53044	0.35056
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	11	4731	5180	450			0.53044	0.35056	4.21593										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	15	5180	5247	67						183.89	197.59	412.44	13.48			0.53044	0.35056	0.21011	0.37234
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	12	5247	5397	150			0.21011	0.37234	4.21085										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	16	5397	5414	17							111.63	111.63				0.21011	0.37234		
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	17	5430	5447	17							273.15	273.15						0.03468	0.36958
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	13	5447	5663	217			0.03468	0.36958	4.18393										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	18	5663	5680	17							31.67	31.67				0.03468	0.36958		
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	19	5697	5713	17							38.53	38.53							
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Partial	20	5730	5780	50							77.98	110						0.1366	0.36597
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Fixation	Whole	14	5780	6030	250			0.1366	0.36597	4.01205										
Recording3	Participant3	Timeline1	Task1 (1)	1	Task1	Saccade	Whole	21	6030	6080	50						359.5	132.99	241.89	7.13			0.1366	0.36597	0.30365	0.36743
